CountryName,CountryCode,RegionName,RegionCode,CityName,CityCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Brazil,BRA,Amapa,BR_AP,Macapa,BR_1600303,20200225,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Amapa,BR_AP,State government,STATE_GOV,20200225,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Rio Grande do Norte,BR_RN,State government,STATE_GOV,20200225,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Rio Grande do Norte,BR_RN,Natal,BR_2408102,20200225,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Mato Grosso,BR_MT,State government,STATE_GOV,20200225,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Mato Grosso,BR_MT,Cuiaba,BR_5103403,20200225,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Ceara,BR_CE,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Ceara,BR_CE,Fortaleza,BR_2304400,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Goias,BR_GO,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Goias,BR_GO,Goiania,BR_5208707,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Amazonas,BR_AM,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Amazonas,BR_AM,Manaus,BR_1302603,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Bahia,BR_BA,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Bahia,BR_BA,Salvador,BR_2927408,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Sao Paulo,BR_SP,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Sao Paulo,BR_SP,Sao Paulo,BR_3550308,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Rio Grande do Sul,BR_RS,Porto Alegre,BR_4314902,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Rio Grande do Sul,BR_RS,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,1.00,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,12.12,12.12,,
Brazil,BRA,Rio de Janeiro,BR_RJ,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,"Before the date, official State Government and Health Secretary social media were announcing that there were no cases in Rio de Janeiro and that the State Government had a contingency plan. This is the date of the beginning of a campaign across social media. Link to the first post on the State Government's Twitter: http://web.archive.org/web/20200508225421/https://twitter.com/GovRJ/status/1232808246639038464  The State Government Coronavirus website (http://web.archive.org/web/20200508230636/https://coronavirus.rj.gov.br/) had its first entry on the 15/03/2020, as a part of the same campaign. ",,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Rio de Janeiro,BR_RJ,Rio de Janeiro,BR_3304557,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Pernambuco,BR_PE,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Pernambuco,BR_PE,Recife,BR_2611606,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Alagoas,BR_AL,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Alagoas,BR_AL,Maceio,BR_2704302,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Parana,BR_PR,Curitiba,BR_4106902,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Parana,BR_PR,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Maranhao,BR_MA,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Maranhao,BR_MA,Sao Luis,BR_2111300,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Mato Grosso do Sul,BR_MS,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Mato Grosso do Sul,BR_MS,Campo Grande,BR_5002704,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Espirito Santo,BR_ES,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,"https://conslegis.es.gov.br/",0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Espirito Santo,BR_ES,Vitoria,BR_3205309,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Minas Gerais,BR_MG,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Minas Gerais,BR_MG,Belo Horizonte,BR_3106200,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Santa Catarina,BR_SC,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Santa Catarina,BR_SC,Florianopolis,BR_4205407,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Acre,BR_AC,Rio Branco,BR_1200401,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Acre,BR_AC,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Para,BR_PA,Belem,BR_1501402,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Para,BR_PA,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Paraiba,BR_PB,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Paraiba,BR_PB,Joao Pessoa,BR_2507507,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Distrito Federal,BR_DF,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Piaui,BR_PI,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Piaui,BR_PI,Teresina,BR_2211001,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Tocantins,BR_TO,Palmas,BR_1721000,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Tocantins,BR_TO,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Sergipe,BR_SE,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Sergipe,BR_SE,Aracaju,BR_2800308,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Roraima,BR_RR,Boa Vista,BR_1400100,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Roraima,BR_RR,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Rondonia,BR_RO,Porto Velho,BR_1100205,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Rondonia,BR_RO,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Amapa,BR_AP,Macapa,BR_1600303,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Amapa,BR_AP,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Rio Grande do Norte,BR_RN,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Rio Grande do Norte,BR_RN,Natal,BR_2408102,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Mato Grosso,BR_MT,State government,STATE_GOV,20200226,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Mato Grosso,BR_MT,Cuiaba,BR_5103403,20200226,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Ceara,BR_CE,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Ceara,BR_CE,Fortaleza,BR_2304400,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Goias,BR_GO,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Goias,BR_GO,Goiania,BR_5208707,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Amazonas,BR_AM,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Amazonas,BR_AM,Manaus,BR_1302603,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Bahia,BR_BA,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Bahia,BR_BA,Salvador,BR_2927408,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Sao Paulo,BR_SP,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Sao Paulo,BR_SP,Sao Paulo,BR_3550308,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,1.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,3.03,3.03,,
Brazil,BRA,Rio Grande do Sul,BR_RS,Porto Alegre,BR_4314902,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,1.00,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,7.58,7.58,,
Brazil,BRA,Rio Grande do Sul,BR_RS,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,1.00,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,12.12,12.12,,
Brazil,BRA,Rio de Janeiro,BR_RJ,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Rio de Janeiro,BR_RJ,Rio de Janeiro,BR_3304557,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Pernambuco,BR_PE,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Pernambuco,BR_PE,Recife,BR_2611606,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Alagoas,BR_AL,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Alagoas,BR_AL,Maceio,BR_2704302,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Parana,BR_PR,Curitiba,BR_4106902,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Parana,BR_PR,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Maranhao,BR_MA,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Maranhao,BR_MA,Sao Luis,BR_2111300,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Mato Grosso do Sul,BR_MS,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Mato Grosso do Sul,BR_MS,Campo Grande,BR_5002704,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Espirito Santo,BR_ES,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,"https://conslegis.es.gov.br/",0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Espirito Santo,BR_ES,Vitoria,BR_3205309,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Minas Gerais,BR_MG,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Minas Gerais,BR_MG,Belo Horizonte,BR_3106200,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Santa Catarina,BR_SC,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Santa Catarina,BR_SC,Florianopolis,BR_4205407,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Acre,BR_AC,Rio Branco,BR_1200401,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Acre,BR_AC,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Para,BR_PA,Belem,BR_1501402,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Para,BR_PA,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Paraiba,BR_PB,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,1.00,1,"The State Health Department shares for the first time a video explaining what are the symptoms of Coronavirus and how to stay protected.   https://web.archive.org/web/20200518022709/https://www.facebook.com/GovernoParaiba/videos/834993233679249/",,,,,,,,,,,,,5.56,5.56,9.52,9.52,,,,,,
Brazil,BRA,Paraiba,BR_PB,Joao Pessoa,BR_2507507,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Distrito Federal,BR_DF,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Piaui,BR_PI,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,11.11,11.11,14.29,14.29,,,,,,
Brazil,BRA,Piaui,BR_PI,Teresina,BR_2211001,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,2.00,1,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Tocantins,BR_TO,Palmas,BR_1721000,20200227,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Tocantins,BR_TO,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
Brazil,BRA,Sergipe,BR_SE,State government,STATE_GOV,20200227,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,
